,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
2866,Spartanburg,SC,Circle,240,((NUFORC Note: Witnesses elect to submit no meaningful information. PD)),7/3/2013,2013-05-31,21:20:00,south,evening
2867,Henderson,NV,Circle,20,It was 9 pm on 5 / 31 /13 when this red circular probe went over us ( we were walking ) it was going side to side and the light stayed,6/2/2013,2013-05-31,9:00:00,west,morning
2868,Atlanta,GA,Circle,60,"Very bright orange glowing object noted Atlanta, Georgia airport area.",6/2/2013,2013-05-30,21:15:00,south,evening
2869,Gilbert,AZ,Circle,5,Went swimming and looked up at a airliner head east to west out of no were came a round silver object heading west to east past over th,6/2/2013,2013-05-30,17:00:00,west,afternoon
2870,Glen head,NY,Circle,60,Orange reddish perfect circle flying across the sky at impossible speeds in a straight line.,6/2/2013,2013-05-29,21:16:00,northeast,evening
2871,Appleton,WI,Circle,300,Nine orange fireballs,7/3/2013,2013-05-29,1:00:00,midwest,night
2872,Leesburg,VA,Circle,120,Red light in the night sky.,6/2/2013,2013-05-27,22:00:00,south,evening
2873,Fort Myers Beach,FL,Circle,60,2 pink-orange spheres floating over Fort Myers Beach.,6/2/2013,2013-05-27,20:55:00,south,evening
2874,Porterville,CA,Circle,15,"UFO paralleling a man made aircraft during a suspected ""chem-trail"" operation caught on video.",6/2/2013,2013-05-27,19:30:00,west,evening
2875,New Orleans,LA,Circle,2100,"15 orange glowing objects, triangle inside a circle, silently moving over New Orleans.",6/2/2013,2013-05-26,22:50:00,south,evening
2876,Golden,CO,Circle,300,A bright light dropped out of the bucket of the Big Dipper. It went from the South to the North then disappeared.,7/3/2013,2013-05-26,21:44:00,west,evening
2878,Lombard,IL,Circle,60,BRIGHT RED OBJECT WITH AN ORANGE LIGHT ON THE UNDERBELLY WITH NO OTHER LIGHTS AND NO NOISE WENT OVERHEAD IN A NORTHWESTERLY DIRECTION,6/2/2013,2013-05-26,21:00:00,midwest,evening
2879,Sacramento,CA,Circle,300,"UFO in first frame then cloaked from video, iPad video five minutes.",6/2/2013,2013-05-26,15:00:00,west,afternoon
2880,Springfield,OH,Circle,1800,Red fireballs in sky completely red,6/2/2013,2013-05-25,23:00:00,midwest,evening
2881,Virginia Beach,VA,Circle,120,I was outside talking on the phone when I looked up at saw two strange orange lights in the sky. I saw a black circle fall from the sky,6/2/2013,2013-05-25,21:30:00,south,evening
2882,North East,PA,Circle,120,Five circular objects glowing orange like fire giving off a round halo. Each vanished separately and made no noise.,6/2/2013,2013-05-25,1:30:00,northeast,night
2884,Imperial,MO,Circle,5,Large round white ball flying across the sky super fast.,6/2/2013,2013-05-22,19:00:00,midwest,evening
2885,Sherman,TX,Circle,120,4 staggered discs in sky,6/2/2013,2013-05-22,11:30:00,south,morning
2886,Virginia Beach,VA,Circle,300,Orange like Firery ball steadily flying from one end of sky to another- no sound- no flashing.,6/2/2013,2013-05-21,22:40:00,south,evening
2888,Elmhurst,IL,Circle,120,Intimidating Looking Red Disk Southwest of O'Hare Airport,6/2/2013,2013-05-18,21:30:00,midwest,evening
2889,Luray,VA,Circle,20,Two flashes of light to brighten the sky and a big green round flying object to appear to be falling for seconds then vanishes.,6/2/2013,2013-05-18,1:00:00,south,night
2890,Glen Cove,NY,Circle,2700,Circular spots lights moving along the edges of serveral cloulds. It appeared as thought it was jumping from clould to cloud.,6/2/2013,2013-05-17,19:00:00,northeast,evening
2891,Denver,CO,Circle,60,Silver circle with black triangle ahead of storm.,1/10/2014,2013-05-15,15:30:00,west,afternoon
2892,Fresno,CA,Circle,14400,MUCH TOO WINDY FOR PARACHUTE OR WEATHER BALLOON TO REMAIN STATIONARY.,6/2/2013,2013-05-15,13:00:00,west,afternoon
2893,California,MO,Circle,900,Bright orange round light in the Eastern sky.,5/15/2013,2013-05-13,22:00:00,midwest,evening
2894,Salem,OR,Circle,120,Object sighted in West by South-west sky at about 21:20. Object appeared round/circular in shape with a dark center; had glow.,5/15/2013,2013-05-12,21:20:00,west,evening
2895,Spokane,WA,Circle,4,Two white circles covering 65 degrees in 4 seconds,7/3/2013,2013-05-12,0:10:00,west,night
2896,Ridgewood (Queens),NY,Circle,180,Fiery red orange object.,5/15/2013,2013-05-11,23:58:00,northeast,evening
2897,Denver,CO,Circle,180,Silent and Fast-Moving Orange Orb Over Denver,6/2/2013,2013-05-11,23:00:00,west,evening
2898,Lake Michigan (over),MI,Circle,120,"2 Round, Orange lights over Lake Michigan.",5/15/2013,2013-05-11,22:15:00,midwest,evening
2899,Pittsburgh,PA,Circle,300,My friend captured 3 images when leaving my home that evening roughly 45 seconds later. These images show a zoomed organge circled ligh,6/2/2013,2013-05-09,23:40:00,northeast,evening
2900,Florence,SC,Circle,60,Was outside with my dog. Looked up to view the stars. Noticed something that looked like a dimly lit star moving southeast at a fairly.,5/15/2013,2013-05-09,21:39:00,south,evening
2901,Nassau County,NY,Circle,300,Saw an orange-yellow circular glowing light in the sky,5/15/2013,2013-05-08,22:45:00,northeast,evening
2903,Coatesville,PA,Circle,120,"Circular object with lights like the points of a star in the front, it made no sound.",5/15/2013,2013-05-07,22:00:00,northeast,evening
2904,Villa Ridge,MO,Circle,120,Fireball in sky.,5/15/2013,2013-05-07,21:24:00,midwest,evening
2905,Three-Points,AZ,Circle,1200,"One absolutely enormous, maybe 500 yards dia sphere, two smaller spheres emitted in front and behind.",2/27/2014,2013-05-07,21:00:00,west,evening
2906,Lafayette,LA,Circle,600,"Orange/red slow moving orb over Lafayette, LA.",5/15/2013,2013-05-05,19:20:00,south,evening
2907,Rio Verde,AZ,Circle,600,Red flashing light the size of a star zig zagging in the sky for 15 minutes before disappearing.,5/15/2013,2013-05-05,0:00:00,west,night
2908,Big Bay,MI,Circle,60,"Hugh Round Object with 8 Rectangular Bright white Lights on bottom Moving very fast to the east, about 30 to 60 seconds in sky ,",7/3/2013,2013-05-04,23:50:00,midwest,evening
2909,Montgomery,TX,Circle,600,"Small objects with fire-like glow flying at low elevation, like balloons without gondolas.",5/15/2013,2013-05-04,22:00:00,south,evening
2910,Ithaca,NY,Circle,900,4 red lights flying around in the sky,5/15/2013,2013-05-04,9:45:00,northeast,morning
2911,Lyons,KS,Circle,2700,Flashing lights darting across the Kansas night sky,5/15/2013,2013-05-04,4:30:00,midwest,night
2912,San Tan Valley,AZ,Circle,1200,"25-30 orange/white balls of light traveling across the evening sky in San Tan Valley, Arizona.",7/3/2013,2013-05-03,21:45:00,west,evening
2913,Riverton,UT,Circle,1800,20-30 Red and Orange glowing Crafts moving slow for aircraft (30-40 MPH).,5/15/2013,2013-05-03,21:00:00,west,evening
2914,Hobart,IN,Circle,10,There was a fast flying red orb flying through the sky.,5/15/2013,2013-05-02,21:00:00,midwest,evening
2915,Littleton,CO,Circle,180,"Two, bright orb-like objects seen in sky; disappeared but photographed and noted a trail of parallel lines left by objects.",5/15/2013,2013-05-02,16:17:00,west,afternoon
2916,Batavia,IL,Circle,45,A very small white light hovering above the clouds then decended upon a tree... Tears are streaming with worry what the fuck please hel,5/15/2013,2013-04-30,2:19:00,midwest,night
2917,Oxford,MS,Circle,480,Thirteen silent amber orbs in staggered formation at low altitude floated by then went up and disappeared into the night sky. I am in m,5/15/2013,2013-04-29,20:15:00,south,evening
2918,Sunnyvale,CA,Circle,5,"A large bright round object moving at supersonic speed is sighted in the Sunnyvale, Ca skies.",5/15/2013,2013-04-29,0:50:00,west,night
2919,Sunnyvale,CA,Circle,5,"A large bright round orange object moving at supersonic speed is sighted in the Sunnyvale, Ca skies.",5/15/2013,2013-04-29,0:50:00,west,night
2920,Safford,AZ,Circle,2400,"When object/objects were first spotted, they looked like stars, except they were flashing different colors - blue, red, yellow.",5/15/2013,2013-04-28,20:30:00,west,evening
2921,Pittsburgh,PA,Circle,6,"A circular disc shaped object came from southwest to north, hesitated, shifted to Northwest. It left no vapor trail and made no noise.",5/15/2013,2013-04-27,21:58:00,northeast,evening
2922,Allentown,PA,Circle,60,Headed home from work around 7:45pm driving north when I noticed a bunch of black circles high up in the sky. Stopped at a red light an,5/15/2013,2013-04-27,19:45:00,northeast,evening
2923,Kelso,WA,Circle,120,"Extremely bright, orange orb traveling steadily N to S.",5/15/2013,2013-04-27,2:00:00,west,night
2924,Lexington,SC,Circle,300,"Coming home I witnesses 7 glowing orange balls in the sky above lakemurray, lexington sc, they were huge and standing g still.",5/15/2013,2013-04-27,1:30:00,south,night
2925,Cornelius,OR,Circle,180,7 Orange ball shaped objects moving quickly across the sky stayed for 3 min then dissapeared.viewed by 3 people,5/15/2013,2013-04-26,21:40:00,west,evening
2926,Minnetonka,MN,Circle,5,"Blue circle of lights seen hovering over Minnetonka, MN then rapidly descending towards the ground.",5/15/2013,2013-04-26,21:15:00,midwest,evening
2927,Beverly,MA,Circle,300,((HOAX??)) Circle hovering spinning white and yellow lights.,5/15/2013,2013-04-26,21:00:00,northeast,evening
2929,Phoenix,AZ,Circle,600,"This is in response to your show on Coast to Coast last night.. 5/28/13.

 I have been employed as an Airfield Management Specialist",6/2/2013,2013-04-25,22:30:00,west,evening
2930,Escondido,CA,Circle,240,STRANGE ORANGE LIGHTS IN THE SKY,5/15/2013,2013-04-25,21:30:00,west,evening
2931,Chattanooga,TN,Circle,60,Round fading orb,5/15/2013,2013-04-25,20:45:00,south,evening
2932,Conway,AR,Circle,120,"Circle of steady, white light seen near Conway, AR.",5/15/2013,2013-04-25,20:30:00,south,evening
2933,Mondamin,IA,Circle,60,Bright orange object hovered over timber then took off at high rate of speed.,5/15/2013,2013-04-25,2:00:00,midwest,night
2934,Carolina Beach,NC,Circle,360,Orange lights over the ocean for about 5-6 minutes!,5/15/2013,2013-04-24,23:00:00,south,evening
2935,Manchester,NJ,Circle,180,"Brilliant light in sky, switched to pulsating red and blue, then ascended.",5/15/2013,2013-04-24,3:30:00,northeast,night
2936,South Fulton,TN,Circle,30,Star moves then disappeared.,5/15/2013,2013-04-23,21:00:00,south,evening
2938,Monroe Twp,NJ,Circle,300,Bright circle moving across the sky,5/15/2013,2013-04-21,23:30:00,northeast,evening
2939,Ludlow,OK,Circle,3600,"Moving lights over Ludlow, OK.",5/15/2013,2013-04-19,0:00:00,south,night
2940,Prescott/Prescott Valley,AZ,Circle,2400,Bright orange pulsating lights.,5/15/2013,2013-04-18,21:30:00,west,evening
2941,Brick,NJ,Circle,45,White circular object with trail over head than vanishes into night sky !,5/15/2013,2013-04-17,21:30:00,northeast,evening
2942,Brownsville,PA,Circle,10,Four white objects and one red object observed red object negotiated incredible maneuver and high rate of speed.,1/16/2014,2013-04-17,21:25:00,northeast,evening
2943,Surry,VA,Circle,30,Thermo image of 4 UFO's.,5/15/2013,2013-04-17,21:00:00,south,evening
2944,Minnetonka,MN,Circle,2700,MINNETONKA UFOS.,5/15/2013,2013-04-16,22:00:00,midwest,evening
2945,Placerville,CA,Circle,300,"A large orange orb in night sky broke up into five small lights, slowly fell toward the ground",5/15/2013,2013-04-16,21:30:00,west,evening
2946,Louisville,OH,Circle,300,"My girlfriend and I saw moving lights this morning that looked piloted by humans, but they areas far away as a star!",5/15/2013,2013-04-16,3:30:00,midwest,night
2947,Kingston,NY,Circle,10,White flaming orb going south over Kingston.,5/15/2013,2013-04-14,0:00:00,northeast,night
2948,Oaks,PA,Circle,4,"Larger blue circle of light followed by a smaller red dot, overcast no visible stars, approx. 4 sec. time duration",5/15/2013,2013-04-14,20:45:00,northeast,evening
2949,Sacramento,CA,Circle,180,It was dark above the sky and there was three circle with white lights moving very slowly. We pulled over and park at the parking lot.,5/15/2013,2013-04-12,20:00:00,west,evening
2950,Provo,UT,Circle,90,"4 'fire balls' over Provo Canyon, Utah.",5/15/2013,2013-04-12,17:40:00,west,afternoon
2951,Augusta,GA,Circle,300,Brightly lit fireballs appeared in the sky in a circle formation,5/15/2013,2013-04-12,0:00:00,south,night
2952,Clearwater,FL,Circle,120,"Red circular light seen from Clearwater, Fl",5/15/2013,2013-04-10,20:47:00,south,evening
2953,Winchester,VA,Circle,60,25-30 circular lights over winchester va,5/15/2013,2013-04-10,1:00:00,south,night
2954,Columbia,PA,Circle,300,A single round shaped ball of bright firey light somewhat simular to the appearance of a hot air balloon high in the sky moving across,5/15/2013,2013-04-09,22:00:00,northeast,evening
2955,St. Louis,MO,Circle,120,"Orange glowing circle moving across sky, no noise.",4/12/2013,2013-04-09,21:00:00,midwest,evening
2956,East Dennis,MA,Circle,60,"Small bright object with red lights in East Dennis, MA.",4/12/2013,2013-04-09,19:30:00,northeast,evening
2957,Rockport,MA,Circle,120,"White center with twinkle of red/orange bright and constant, low in sky but higher than any buildings",5/15/2013,2013-04-06,23:00:00,northeast,evening
2958,Albuquerque,NM,Circle,120,Object appeared in photo after seeing military aircraft,4/12/2013,2013-04-06,10:35:00,west,morning
2959,Panama City Beach,FL,Circle,900,At approximately 9:25pm on the 4/6/2013 3 formations that resemble round objects where in the sky (close to or above the NSA Base).,5/15/2013,2013-04-06,9:25:00,south,morning
2960,Houston,TX,Circle,300,Red light and circular shape.,4/12/2013,2013-04-06,8:45:00,south,morning
2961,Minneapolis (northeast of),MN,Circle,45,Orange/reddish circle object NE mpls flying below strom cloud near down town mpls.,10/14/2013,2013-04-06,0:00:00,midwest,night
2962,Spartanburg,SC,Circle,900,"Bright circular object flashing red, green, and blue lights...had bobbing and subtle side to side movement.",5/15/2013,2013-04-05,22:00:00,south,evening
2963,Pittsburgh,PA,Circle,120,Very fast moving bright light and stopped so fast,5/15/2013,2013-04-05,21:00:00,northeast,evening
2964,Fort Lauderdale,FL,Circle,900,Some kind of craft 20 miles above FLL airport Hovering then moving west and then moving at high rate of speed NE,4/12/2013,2013-04-05,20:30:00,south,evening
2965,Jarrettsville,MD,Circle,900,"Circular, but not connected at the ends. It had rungs and was just like a ladder bent into the shape of a circle.",11/20/2013,2013-04-05,19:00:00,south,evening
2966,Centerville,OH,Circle,20,Reddish-orange ball of light moving west to east silently have video,5/15/2013,2013-04-03,23:00:00,midwest,evening
2967,Colorado Springs,CO,Circle,1800,Colorado Springs sighting of multiple UFO's.,8/30/2013,2013-04-01,17:00:00,west,afternoon
2968,Fair Oaks,CA,Circle,900,"Multiple UFO's filmed in HD with close-ups at night in Fair Oaks, CA 3-31-13",8/30/2013,2013-03-31,22:45:00,west,evening
2969,Fair Oaks,CA,Circle,1200,"Round orange glowing globes flying over Sacramento skies March 31, 2013",5/15/2013,2013-03-31,20:45:00,west,evening
2970,Melborune,FL,Circle,180,Six orange circular - orb like lights in sky. Rows of two each up and down. Started to zig zag rapidly and show off on multiple directi,5/15/2013,2013-03-30,21:00:00,south,evening
2971,Worcester,MA,Circle,600,"8 Circular Objects with Orange Lights Shine Down on Worcester, Massachusetts.",5/15/2013,2013-03-30,0:55:00,northeast,night
2972,Lexington,KY,Circle,600,"Two red/orange orbs moving south to north over east side of Lexington, KY; no sounds",5/15/2013,2013-03-29,23:30:00,south,evening
2973,Greenbrier,AR,Circle,300,20-30 bright orange circles in the sky.,5/15/2013,2013-03-29,20:42:00,south,evening
